query_text,ministry_label
Please provide details about funds allocated to Food and Public Distribution.,Department of Food and Public Distribution
Please provide details about funds allocated to Food and Public Distribution.,Department of Food and Public Distribution
Please provide details about funds allocated to Food and Public Distribution.,Department of Food and Public Distribution
Requesting information on new schemes under Food and Public Distribution.,Department of Food and Public Distribution
Complaint regarding delay in service by Food and Public Distribution.,Department of Food and Public Distribution
Please provide details about funds allocated to Food and Public Distribution.,Department of Food and Public Distribution
What is the status of my application with Food and Public Distribution?,Department of Food and Public Distribution
I want to file an RTI regarding Food and Public Distribution.,Department of Food and Public Distribution
Why is there no response from the local office of Food and Public Distribution?,Department of Food and Public Distribution
Please provide details about funds allocated to Food and Public Distribution.,Department of Food and Public Distribution
Complaint regarding delay in service by Food and Public Distribution.,Department of Food and Public Distribution
Complaint regarding delay in service by Food and Public Distribution.,Department of Food and Public Distribution
I need the contact details of the nodal officer for Food and Public Distribution.,Department of Food and Public Distribution
Please provide details about funds allocated to Food and Public Distribution.,Department of Food and Public Distribution
Requesting information on new schemes under Food and Public Distribution.,Department of Food and Public Distribution
I want to file an RTI regarding Health & Family Welfare.,Department of Health & Family Welfare
Please provide details about funds allocated to Health & Family Welfare.,Department of Health & Family Welfare
I need the contact details of the nodal officer for Health & Family Welfare.,Department of Health & Family Welfare
I want to file an RTI regarding Health & Family Welfare.,Department of Health & Family Welfare
Complaint regarding delay in service by Health & Family Welfare.,Department of Health & Family Welfare
I want to file an RTI regarding Health & Family Welfare.,Department of Health & Family Welfare
Requesting information on new schemes under Health & Family Welfare.,Department of Health & Family Welfare
What is the status of my application with Health & Family Welfare?,Department of Health & Family Welfare
Complaint regarding delay in service by Health & Family Welfare.,Department of Health & Family Welfare
Please provide details about funds allocated to Health & Family Welfare.,Department of Health & Family Welfare
Please provide details about funds allocated to Health & Family Welfare.,Department of Health & Family Welfare
I need the contact details of the nodal officer for Health & Family Welfare.,Department of Health & Family Welfare
Complaint regarding delay in service by Health & Family Welfare.,Department of Health & Family Welfare
I want to file an RTI regarding Health & Family Welfare.,Department of Health & Family Welfare
I need the contact details of the nodal officer for Health & Family Welfare.,Department of Health & Family Welfare
Complaint regarding delay in service by Health & Family Welfare.,Department of Health & Family Welfare
Please provide details about funds allocated to Health & Family Welfare.,Department of Health & Family Welfare
Why is there no response from the local office of Health & Family Welfare?,Department of Health & Family Welfare
Complaint regarding delay in service by Health & Family Welfare.,Department of Health & Family Welfare
Complaint regarding delay in service by Health & Family Welfare.,Department of Health & Family Welfare
I need the contact details of the nodal officer for Health Research.,Department of Health Research
Requesting information on new schemes under Health Research.,Department of Health Research
Why is there no response from the local office of Health Research?,Department of Health Research
Why is there no response from the local office of Health Research?,Department of Health Research
I want to file an RTI regarding Health Research.,Department of Health Research
What is the status of my application with Health Research?,Department of Health Research
I need the contact details of the nodal officer for Health Research.,Department of Health Research
What is the status of my application with Health Research?,Department of Health Research
I need the contact details of the nodal officer for Health Research.,Department of Health Research
Requesting information on new schemes under Health Research.,Department of Health Research
Requesting information on new schemes under Health Research.,Department of Health Research
Complaint regarding delay in service by Health Research.,Department of Health Research
I need the contact details of the nodal officer for Health Research.,Department of Health Research
Complaint regarding delay in service by Health Research.,Department of Health Research
What is the status of my application with Health Research?,Department of Health Research
What is the status of my application with Health Research?,Department of Health Research
Please provide details about funds allocated to Health Research.,Department of Health Research
I need the contact details of the nodal officer for Health Research.,Department of Health Research
I want to file an RTI regarding Health Research.,Department of Health Research
I need the contact details of the nodal officer for Health Research.,Department of Health Research
I need the contact details of the nodal officer for Heavy Industry.,Department of Heavy Industry
Requesting information on new schemes under Heavy Industry.,Department of Heavy Industry
I want to file an RTI regarding Heavy Industry.,Department of Heavy Industry
I want to file an RTI regarding Heavy Industry.,Department of Heavy Industry
What is the status of my application with Heavy Industry?,Department of Heavy Industry
Why is there no response from the local office of Heavy Industry?,Department of Heavy Industry
Complaint regarding delay in service by Heavy Industry.,Department of Heavy Industry
I need the contact details of the nodal officer for Heavy Industry.,Department of Heavy Industry
What is the status of my application with Heavy Industry?,Department of Heavy Industry
Why is there no response from the local office of Heavy Industry?,Department of Heavy Industry
Why is there no response from the local office of Heavy Industry?,Department of Heavy Industry
I need the contact details of the nodal officer for Heavy Industry.,Department of Heavy Industry
I need the contact details of the nodal officer for Heavy Industry.,Department of Heavy Industry
I need the contact details of the nodal officer for Heavy Industry.,Department of Heavy Industry
I want to file an RTI regarding Heavy Industry.,Department of Heavy Industry
What is the status of my application with Heavy Industry?,Department of Heavy Industry
I need the contact details of the nodal officer for Heavy Industry.,Department of Heavy Industry
Requesting information on new schemes under Heavy Industry.,Department of Heavy Industry
Complaint regarding delay in service by Heavy Industry.,Department of Heavy Industry
Requesting information on new schemes under Heavy Industry.,Department of Heavy Industry
Please provide details about funds allocated to PhD Admission.,Department of Higher Education
I need the contact details of the nodal officer for PhD Admission.,Department of Higher Education
Complaint regarding delay in service by PhD Admission.,Department of Higher Education
I want to file an RTI regarding PhD Admission.,Department of Higher Education
Why is there no response from the local office of College Fee Refund?,Department of Higher Education
I want to file an RTI regarding University Grant.,Department of Higher Education
Complaint regarding delay in service by PhD Admission.,Department of Higher Education
Requesting information on new schemes under University Grant.,Department of Higher Education
Please provide details about funds allocated to University Grant.,Department of Higher Education
Requesting information on new schemes under College Fee Refund.,Department of Higher Education
Requesting information on new schemes under College Fee Refund.,Department of Higher Education
I need the contact details of the nodal officer for PhD Admission.,Department of Higher Education
What is the status of my application with University Grant?,Department of Higher Education
Complaint regarding delay in service by Scholarship Delay.,Department of Higher Education
Requesting information on new schemes under College Fee Refund.,Department of Higher Education
I want to file an RTI regarding College Fee Refund.,Department of Higher Education
Please provide details about funds allocated to PhD Admission.,Department of Higher Education
Why is there no response from the local office of College Fee Refund?,Department of Higher Education
Why is there no response from the local office of University Grant?,Department of Higher Education
Why is there no response from the local office of Scholarship Delay?,Department of Higher Education
I want to file an RTI regarding Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
Please provide details about funds allocated to Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
Why is there no response from the local office of Industrial Policy & Promotion?,Department of Industrial Policy & Promotion
Requesting information on new schemes under Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
Please provide details about funds allocated to Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
Complaint regarding delay in service by Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
I want to file an RTI regarding Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
I need the contact details of the nodal officer for Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
Complaint regarding delay in service by Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
Requesting information on new schemes under Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
Complaint regarding delay in service by Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
Complaint regarding delay in service by Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
Please provide details about funds allocated to Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
I need the contact details of the nodal officer for Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
What is the status of my application with Industrial Policy & Promotion?,Department of Industrial Policy & Promotion
Why is there no response from the local office of Industrial Policy & Promotion?,Department of Industrial Policy & Promotion
Complaint regarding delay in service by Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
Complaint regarding delay in service by Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
I need the contact details of the nodal officer for Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
Complaint regarding delay in service by Industrial Policy & Promotion.,Department of Industrial Policy & Promotion
Please provide details about funds allocated to Investment & Public Asset Management.,Department of Investment & Public Asset Management
What is the status of my application with Investment & Public Asset Management?,Department of Investment & Public Asset Management
Complaint regarding delay in service by Investment & Public Asset Management.,Department of Investment & Public Asset Management
Please provide details about funds allocated to Investment & Public Asset Management.,Department of Investment & Public Asset Management
I want to file an RTI regarding Investment & Public Asset Management.,Department of Investment & Public Asset Management
Complaint regarding delay in service by Investment & Public Asset Management.,Department of Investment & Public Asset Management
Requesting information on new schemes under Investment & Public Asset Management.,Department of Investment & Public Asset Management
What is the status of my application with Investment & Public Asset Management?,Department of Investment & Public Asset Management
I want to file an RTI regarding Investment & Public Asset Management.,Department of Investment & Public Asset Management
Why is there no response from the local office of Investment & Public Asset Management?,Department of Investment & Public Asset Management
What is the status of my application with Investment & Public Asset Management?,Department of Investment & Public Asset Management
Requesting information on new schemes under Investment & Public Asset Management.,Department of Investment & Public Asset Management
I want to file an RTI regarding Investment & Public Asset Management.,Department of Investment & Public Asset Management
I need the contact details of the nodal officer for Investment & Public Asset Management.,Department of Investment & Public Asset Management
I need the contact details of the nodal officer for Investment & Public Asset Management.,Department of Investment & Public Asset Management
What is the status of my application with Investment & Public Asset Management?,Department of Investment & Public Asset Management
What is the status of my application with Investment & Public Asset Management?,Department of Investment & Public Asset Management
I need the contact details of the nodal officer for Investment & Public Asset Management.,Department of Investment & Public Asset Management
Please provide details about funds allocated to Investment & Public Asset Management.,Department of Investment & Public Asset Management
I want to file an RTI regarding Investment & Public Asset Management.,Department of Investment & Public Asset Management
I want to file an RTI regarding Justice.,Department of Justice
Complaint regarding delay in service by Justice.,Department of Justice
Please provide details about funds allocated to Justice.,Department of Justice
Please provide details about funds allocated to Justice.,Department of Justice
Requesting information on new schemes under Justice.,Department of Justice
Why is there no response from the local office of Justice?,Department of Justice
I want to file an RTI regarding Justice.,Department of Justice
What is the status of my application with Justice?,Department of Justice
Requesting information on new schemes under Justice.,Department of Justice
Please provide details about funds allocated to Justice.,Department of Justice
What is the status of my application with Justice?,Department of Justice
What is the status of my application with Justice?,Department of Justice
Requesting information on new schemes under Justice.,Department of Justice
Complaint regarding delay in service by Justice.,Department of Justice
What is the status of my application with Justice?,Department of Justice
I want to file an RTI regarding Justice.,Department of Justice
Why is there no response from the local office of Justice?,Department of Justice
I want to file an RTI regarding Justice.,Department of Justice
Complaint regarding delay in service by Justice.,Department of Justice
I need the contact details of the nodal officer for Justice.,Department of Justice
Please provide details about funds allocated to Land Resources.,Department of Land Resources
Requesting information on new schemes under Land Resources.,Department of Land Resources
Please provide details about funds allocated to Land Resources.,Department of Land Resources
Please provide details about funds allocated to Land Resources.,Department of Land Resources
Requesting information on new schemes under Land Resources.,Department of Land Resources
Requesting information on new schemes under Land Resources.,Department of Land Resources
Complaint regarding delay in service by Land Resources.,Department of Land Resources
What is the status of my application with Land Resources?,Department of Land Resources
I want to file an RTI regarding Land Resources.,Department of Land Resources
Please provide details about funds allocated to Land Resources.,Department of Land Resources
Please provide details about funds allocated to Land Resources.,Department of Land Resources
Complaint regarding delay in service by Land Resources.,Department of Land Resources
Please provide details about funds allocated to Land Resources.,Department of Land Resources
Why is there no response from the local office of Land Resources?,Department of Land Resources
Complaint regarding delay in service by Land Resources.,Department of Land Resources
What is the status of my application with Land Resources?,Department of Land Resources
Please provide details about funds allocated to Land Resources.,Department of Land Resources
I need the contact details of the nodal officer for Land Resources.,Department of Land Resources
I want to file an RTI regarding Land Resources.,Department of Land Resources
Why is there no response from the local office of Land Resources?,Department of Land Resources
I want to file an RTI regarding Legal Affairs.,Department of Legal Affairs
Please provide details about funds allocated to Legal Affairs.,Department of Legal Affairs
Complaint regarding delay in service by Legal Affairs.,Department of Legal Affairs
What is the status of my application with Legal Affairs?,Department of Legal Affairs
Please provide details about funds allocated to Legal Affairs.,Department of Legal Affairs
What is the status of my application with Legal Affairs?,Department of Legal Affairs
Requesting information on new schemes under Legal Affairs.,Department of Legal Affairs
Requesting information on new schemes under Legal Affairs.,Department of Legal Affairs
I need the contact details of the nodal officer for Legal Affairs.,Department of Legal Affairs
Requesting information on new schemes under Legal Affairs.,Department of Legal Affairs
What is the status of my application with Legal Affairs?,Department of Legal Affairs
Complaint regarding delay in service by Legal Affairs.,Department of Legal Affairs
Requesting information on new schemes under Legal Affairs.,Department of Legal Affairs
I want to file an RTI regarding Legal Affairs.,Department of Legal Affairs
Why is there no response from the local office of Legal Affairs?,Department of Legal Affairs
I need the contact details of the nodal officer for Legal Affairs.,Department of Legal Affairs
Requesting information on new schemes under Legal Affairs.,Department of Legal Affairs
Please provide details about funds allocated to Legal Affairs.,Department of Legal Affairs
Please provide details about funds allocated to Legal Affairs.,Department of Legal Affairs
What is the status of my application with Legal Affairs?,Department of Legal Affairs
Complaint regarding delay in service by Official Language.,Department of Official Language
I need the contact details of the nodal officer for Official Language.,Department of Official Language
Please provide details about funds allocated to Official Language.,Department of Official Language
Complaint regarding delay in service by Official Language.,Department of Official Language
I need the contact details of the nodal officer for Official Language.,Department of Official Language
What is the status of my application with Official Language?,Department of Official Language
Please provide details about funds allocated to Official Language.,Department of Official Language
Requesting information on new schemes under Official Language.,Department of Official Language
Please provide details about funds allocated to Official Language.,Department of Official Language
Complaint regarding delay in service by Official Language.,Department of Official Language
Why is there no response from the local office of Official Language?,Department of Official Language
Requesting information on new schemes under Official Language.,Department of Official Language
Requesting information on new schemes under Official Language.,Department of Official Language
What is the status of my application with Official Language?,Department of Official Language
I want to file an RTI regarding Official Language.,Department of Official Language
I want to file an RTI regarding Official Language.,Department of Official Language
I need the contact details of the nodal officer for Official Language.,Department of Official Language
I need the contact details of the nodal officer for Official Language.,Department of Official Language
Complaint regarding delay in service by Official Language.,Department of Official Language
What is the status of my application with Official Language?,Department of Official Language
Requesting information on new schemes under Personnel and Training.,Department of Personnel and Training
Why is there no response from the local office of Personnel and Training?,Department of Personnel and Training
What is the status of my application with Personnel and Training?,Department of Personnel and Training
Complaint regarding delay in service by Personnel and Training.,Department of Personnel and Training
Why is there no response from the local office of Personnel and Training?,Department of Personnel and Training
Please provide details about funds allocated to Personnel and Training.,Department of Personnel and Training
Requesting information on new schemes under Personnel and Training.,Department of Personnel and Training
I need the contact details of the nodal officer for Personnel and Training.,Department of Personnel and Training
I want to file an RTI regarding Personnel and Training.,Department of Personnel and Training
Requesting information on new schemes under Personnel and Training.,Department of Personnel and Training
I need the contact details of the nodal officer for Personnel and Training.,Department of Personnel and Training
I want to file an RTI regarding Personnel and Training.,Department of Personnel and Training
Please provide details about funds allocated to Personnel and Training.,Department of Personnel and Training
Requesting information on new schemes under Personnel and Training.,Department of Personnel and Training
Requesting information on new schemes under Personnel and Training.,Department of Personnel and Training
Complaint regarding delay in service by Personnel and Training.,Department of Personnel and Training
I want to file an RTI regarding Personnel and Training.,Department of Personnel and Training
I need the contact details of the nodal officer for Personnel and Training.,Department of Personnel and Training
I need the contact details of the nodal officer for Personnel and Training.,Department of Personnel and Training
What is the status of my application with Personnel and Training?,Department of Personnel and Training
Complaint regarding delay in service by Pharmaceutical.,Department of Pharmaceutical
I need the contact details of the nodal officer for Pharmaceutical.,Department of Pharmaceutical
Please provide details about funds allocated to Pharmaceutical.,Department of Pharmaceutical
Complaint regarding delay in service by Pharmaceutical.,Department of Pharmaceutical
Why is there no response from the local office of Pharmaceutical?,Department of Pharmaceutical
What is the status of my application with Pharmaceutical?,Department of Pharmaceutical
Why is there no response from the local office of Pharmaceutical?,Department of Pharmaceutical
Complaint regarding delay in service by Pharmaceutical.,Department of Pharmaceutical
Requesting information on new schemes under Pharmaceutical.,Department of Pharmaceutical
Complaint regarding delay in service by Pharmaceutical.,Department of Pharmaceutical
Complaint regarding delay in service by Pharmaceutical.,Department of Pharmaceutical
I need the contact details of the nodal officer for Pharmaceutical.,Department of Pharmaceutical
Complaint regarding delay in service by Pharmaceutical.,Department of Pharmaceutical
Complaint regarding delay in service by Pharmaceutical.,Department of Pharmaceutical
Requesting information on new schemes under Pharmaceutical.,Department of Pharmaceutical
Why is there no response from the local office of Pharmaceutical?,Department of Pharmaceutical
Complaint regarding delay in service by Pharmaceutical.,Department of Pharmaceutical
What is the status of my application with Pharmaceutical?,Department of Pharmaceutical
Please provide details about funds allocated to Pharmaceutical.,Department of Pharmaceutical
I need the contact details of the nodal officer for Pharmaceutical.,Department of Pharmaceutical
Requesting information on new schemes under Money Order Delay.,Department of Posts
I need the contact details of the nodal officer for Post Office Passport Seva.,Department of Posts
What is the status of my application with Postal Savings Account?,Department of Posts
Requesting information on new schemes under Postal Savings Account.,Department of Posts
I need the contact details of the nodal officer for Speed Post Delivery.,Department of Posts
Requesting information on new schemes under Postal Savings Account.,Department of Posts
I want to file an RTI regarding Speed Post Delivery.,Department of Posts
Complaint regarding delay in service by Post Office Passport Seva.,Department of Posts
What is the status of my application with Post Office Passport Seva?,Department of Posts
What is the status of my application with Speed Post Delivery?,Department of Posts
Please provide details about funds allocated to Money Order Delay.,Department of Posts
Complaint regarding delay in service by Speed Post Delivery.,Department of Posts
Requesting information on new schemes under Postal Savings Account.,Department of Posts
I want to file an RTI regarding Post Office Passport Seva.,Department of Posts
Why is there no response from the local office of Post Office Passport Seva?,Department of Posts
Complaint regarding delay in service by Speed Post Delivery.,Department of Posts
Requesting information on new schemes under Post Office Passport Seva.,Department of Posts
Why is there no response from the local office of Postal Savings Account?,Department of Posts
Please provide details about funds allocated to Postal Savings Account.,Department of Posts
I need the contact details of the nodal officer for Money Order Delay.,Department of Posts
Requesting information on new schemes under Public Enterprises.,Department of Public Enterprises
I want to file an RTI regarding Public Enterprises.,Department of Public Enterprises
Requesting information on new schemes under Public Enterprises.,Department of Public Enterprises
Why is there no response from the local office of Public Enterprises?,Department of Public Enterprises
I want to file an RTI regarding Public Enterprises.,Department of Public Enterprises
Why is there no response from the local office of Public Enterprises?,Department of Public Enterprises
I need the contact details of the nodal officer for Public Enterprises.,Department of Public Enterprises
Requesting information on new schemes under Public Enterprises.,Department of Public Enterprises
Requesting information on new schemes under Public Enterprises.,Department of Public Enterprises
I need the contact details of the nodal officer for Public Enterprises.,Department of Public Enterprises
I need the contact details of the nodal officer for Public Enterprises.,Department of Public Enterprises
Please provide details about funds allocated to Public Enterprises.,Department of Public Enterprises
Please provide details about funds allocated to Public Enterprises.,Department of Public Enterprises
Requesting information on new schemes under Public Enterprises.,Department of Public Enterprises
I need the contact details of the nodal officer for Public Enterprises.,Department of Public Enterprises
What is the status of my application with Public Enterprises?,Department of Public Enterprises
I want to file an RTI regarding Public Enterprises.,Department of Public Enterprises
Complaint regarding delay in service by Public Enterprises.,Department of Public Enterprises
Complaint regarding delay in service by Public Enterprises.,Department of Public Enterprises
Why is there no response from the local office of Public Enterprises?,Department of Public Enterprises
Why is there no response from the local office of Revenue?,Department of Revenue
I want to file an RTI regarding Revenue.,Department of Revenue
Complaint regarding delay in service by Revenue.,Department of Revenue
I want to file an RTI regarding Revenue.,Department of Revenue
What is the status of my application with Revenue?,Department of Revenue
I want to file an RTI regarding Revenue.,Department of Revenue
I want to file an RTI regarding Revenue.,Department of Revenue
What is the status of my application with Revenue?,Department of Revenue
Complaint regarding delay in service by Revenue.,Department of Revenue
Please provide details about funds allocated to Revenue.,Department of Revenue
Complaint regarding delay in service by Revenue.,Department of Revenue
I want to file an RTI regarding Revenue.,Department of Revenue
Why is there no response from the local office of Revenue?,Department of Revenue
Requesting information on new schemes under Revenue.,Department of Revenue
Why is there no response from the local office of Revenue?,Department of Revenue
I need the contact details of the nodal officer for Revenue.,Department of Revenue
Please provide details about funds allocated to Revenue.,Department of Revenue
I need the contact details of the nodal officer for Revenue.,Department of Revenue
Please provide details about funds allocated to Revenue.,Department of Revenue
Why is there no response from the local office of Revenue?,Department of Revenue
Why is there no response from the local office of Rural Development?,Department of Rural Development
Complaint regarding delay in service by Rural Development.,Department of Rural Development
What is the status of my application with Rural Development?,Department of Rural Development
Requesting information on new schemes under Rural Development.,Department of Rural Development
Please provide details about funds allocated to Rural Development.,Department of Rural Development
Complaint regarding delay in service by Rural Development.,Department of Rural Development
I want to file an RTI regarding Rural Development.,Department of Rural Development
I want to file an RTI regarding Rural Development.,Department of Rural Development
I want to file an RTI regarding Rural Development.,Department of Rural Development
Why is there no response from the local office of Rural Development?,Department of Rural Development
Complaint regarding delay in service by Rural Development.,Department of Rural Development
What is the status of my application with Rural Development?,Department of Rural Development
Please provide details about funds allocated to Rural Development.,Department of Rural Development
Complaint regarding delay in service by Rural Development.,Department of Rural Development
What is the status of my application with Rural Development?,Department of Rural Development
I need the contact details of the nodal officer for Rural Development.,Department of Rural Development
I want to file an RTI regarding Rural Development.,Department of Rural Development
I need the contact details of the nodal officer for Rural Development.,Department of Rural Development
I want to file an RTI regarding Rural Development.,Department of Rural Development
Please provide details about funds allocated to Rural Development.,Department of Rural Development
Why is there no response from the local office of School Education and Literacy?,Department of School Education and Literacy
Complaint regarding delay in service by School Education and Literacy.,Department of School Education and Literacy
I want to file an RTI regarding School Education and Literacy.,Department of School Education and Literacy
Please provide details about funds allocated to School Education and Literacy.,Department of School Education and Literacy
I want to file an RTI regarding School Education and Literacy.,Department of School Education and Literacy
I need the contact details of the nodal officer for School Education and Literacy.,Department of School Education and Literacy
Complaint regarding delay in service by School Education and Literacy.,Department of School Education and Literacy
Complaint regarding delay in service by School Education and Literacy.,Department of School Education and Literacy
What is the status of my application with School Education and Literacy?,Department of School Education and Literacy
Requesting information on new schemes under School Education and Literacy.,Department of School Education and Literacy
What is the status of my application with School Education and Literacy?,Department of School Education and Literacy
Requesting information on new schemes under School Education and Literacy.,Department of School Education and Literacy
Requesting information on new schemes under School Education and Literacy.,Department of School Education and Literacy
I want to file an RTI regarding School Education and Literacy.,Department of School Education and Literacy
I want to file an RTI regarding School Education and Literacy.,Department of School Education and Literacy
Please provide details about funds allocated to School Education and Literacy.,Department of School Education and Literacy
Requesting information on new schemes under School Education and Literacy.,Department of School Education and Literacy
Requesting information on new schemes under School Education and Literacy.,Department of School Education and Literacy
Complaint regarding delay in service by School Education and Literacy.,Department of School Education and Literacy
Requesting information on new schemes under School Education and Literacy.,Department of School Education and Literacy
I need the contact details of the nodal officer for Science and Technology.,Department of Science and Technology
Please provide details about funds allocated to Science and Technology.,Department of Science and Technology
Why is there no response from the local office of Science and Technology?,Department of Science and Technology
Why is there no response from the local office of Science and Technology?,Department of Science and Technology
Why is there no response from the local office of Science and Technology?,Department of Science and Technology
Please provide details about funds allocated to Science and Technology.,Department of Science and Technology
Requesting information on new schemes under Science and Technology.,Department of Science and Technology
Why is there no response from the local office of Science and Technology?,Department of Science and Technology
Requesting information on new schemes under Science and Technology.,Department of Science and Technology
I want to file an RTI regarding Science and Technology.,Department of Science and Technology
Please provide details about funds allocated to Science and Technology.,Department of Science and Technology
Please provide details about funds allocated to Science and Technology.,Department of Science and Technology
What is the status of my application with Science and Technology?,Department of Science and Technology
Requesting information on new schemes under Science and Technology.,Department of Science and Technology
I need the contact details of the nodal officer for Science and Technology.,Department of Science and Technology
Complaint regarding delay in service by Science and Technology.,Department of Science and Technology
I want to file an RTI regarding Science and Technology.,Department of Science and Technology
I want to file an RTI regarding Science and Technology.,Department of Science and Technology
Complaint regarding delay in service by Science and Technology.,Department of Science and Technology
What is the status of my application with Science and Technology?,Department of Science and Technology
Why is there no response from the local office of Scientific & Industrial Research?,Department of Scientific & Industrial Research
Complaint regarding delay in service by Scientific & Industrial Research.,Department of Scientific & Industrial Research
What is the status of my application with Scientific & Industrial Research?,Department of Scientific & Industrial Research
I need the contact details of the nodal officer for Scientific & Industrial Research.,Department of Scientific & Industrial Research
Please provide details about funds allocated to Scientific & Industrial Research.,Department of Scientific & Industrial Research
What is the status of my application with Scientific & Industrial Research?,Department of Scientific & Industrial Research
Why is there no response from the local office of Scientific & Industrial Research?,Department of Scientific & Industrial Research
I need the contact details of the nodal officer for Scientific & Industrial Research.,Department of Scientific & Industrial Research
Requesting information on new schemes under Scientific & Industrial Research.,Department of Scientific & Industrial Research
Requesting information on new schemes under Scientific & Industrial Research.,Department of Scientific & Industrial Research
Why is there no response from the local office of Scientific & Industrial Research?,Department of Scientific & Industrial Research
What is the status of my application with Scientific & Industrial Research?,Department of Scientific & Industrial Research
Why is there no response from the local office of Scientific & Industrial Research?,Department of Scientific & Industrial Research
Complaint regarding delay in service by Scientific & Industrial Research.,Department of Scientific & Industrial Research
Please provide details about funds allocated to Scientific & Industrial Research.,Department of Scientific & Industrial Research
Please provide details about funds allocated to Scientific & Industrial Research.,Department of Scientific & Industrial Research
I want to file an RTI regarding Scientific & Industrial Research.,Department of Scientific & Industrial Research
What is the status of my application with Scientific & Industrial Research?,Department of Scientific & Industrial Research
Why is there no response from the local office of Scientific & Industrial Research?,Department of Scientific & Industrial Research
I want to file an RTI regarding Scientific & Industrial Research.,Department of Scientific & Industrial Research
Complaint regarding delay in service by Social Justice and Empowerment.,Department of Social Justice and Empowerment
What is the status of my application with Social Justice and Empowerment?,Department of Social Justice and Empowerment
I want to file an RTI regarding Social Justice and Empowerment.,Department of Social Justice and Empowerment
I want to file an RTI regarding Social Justice and Empowerment.,Department of Social Justice and Empowerment
Please provide details about funds allocated to Social Justice and Empowerment.,Department of Social Justice and Empowerment
Why is there no response from the local office of Social Justice and Empowerment?,Department of Social Justice and Empowerment
Why is there no response from the local office of Social Justice and Empowerment?,Department of Social Justice and Empowerment
Please provide details about funds allocated to Social Justice and Empowerment.,Department of Social Justice and Empowerment
I need the contact details of the nodal officer for Social Justice and Empowerment.,Department of Social Justice and Empowerment
What is the status of my application with Social Justice and Empowerment?,Department of Social Justice and Empowerment
Complaint regarding delay in service by Social Justice and Empowerment.,Department of Social Justice and Empowerment
I need the contact details of the nodal officer for Social Justice and Empowerment.,Department of Social Justice and Empowerment
Complaint regarding delay in service by Social Justice and Empowerment.,Department of Social Justice and Empowerment
Requesting information on new schemes under Social Justice and Empowerment.,Department of Social Justice and Empowerment
I need the contact details of the nodal officer for Social Justice and Empowerment.,Department of Social Justice and Empowerment
I need the contact details of the nodal officer for Social Justice and Empowerment.,Department of Social Justice and Empowerment
Why is there no response from the local office of Social Justice and Empowerment?,Department of Social Justice and Empowerment
What is the status of my application with Social Justice and Empowerment?,Department of Social Justice and Empowerment
Requesting information on new schemes under Social Justice and Empowerment.,Department of Social Justice and Empowerment
Requesting information on new schemes under Social Justice and Empowerment.,Department of Social Justice and Empowerment
I want to file an RTI regarding Space.,Department of Space
I want to file an RTI regarding Space.,Department of Space
I need the contact details of the nodal officer for Space.,Department of Space
Why is there no response from the local office of Space?,Department of Space
I want to file an RTI regarding Space.,Department of Space
Why is there no response from the local office of Space?,Department of Space
I need the contact details of the nodal officer for Space.,Department of Space
What is the status of my application with Space?,Department of Space
Why is there no response from the local office of Space?,Department of Space
Please provide details about funds allocated to Space.,Department of Space
What is the status of my application with Space?,Department of Space
I want to file an RTI regarding Space.,Department of Space
I need the contact details of the nodal officer for Space.,Department of Space
I need the contact details of the nodal officer for Space.,Department of Space
Why is there no response from the local office of Space?,Department of Space
I need the contact details of the nodal officer for Space.,Department of Space
Requesting information on new schemes under Space.,Department of Space
Why is there no response from the local office of Space?,Department of Space
Complaint regarding delay in service by Space.,Department of Space
Requesting information on new schemes under Space.,Department of Space
Requesting information on new schemes under Sports.,Department of Sports
Requesting information on new schemes under Sports.,Department of Sports
Please provide details about funds allocated to Sports.,Department of Sports
Complaint regarding delay in service by Sports.,Department of Sports
Requesting information on new schemes under Sports.,Department of Sports
Please provide details about funds allocated to Sports.,Department of Sports
Complaint regarding delay in service by Sports.,Department of Sports
Why is there no response from the local office of Sports?,Department of Sports
What is the status of my application with Sports?,Department of Sports
Complaint regarding delay in service by Sports.,Department of Sports
Why is there no response from the local office of Sports?,Department of Sports
Requesting information on new schemes under Sports.,Department of Sports
I want to file an RTI regarding Sports.,Department of Sports
I want to file an RTI regarding Sports.,Department of Sports
I want to file an RTI regarding Sports.,Department of Sports
What is the status of my application with Sports?,Department of Sports
Why is there no response from the local office of Sports?,Department of Sports
Requesting information on new schemes under Sports.,Department of Sports
Requesting information on new schemes under Sports.,Department of Sports
Why is there no response from the local office of Sports?,Department of Sports
